   5.0000000e-03   4.3483693e-04
   1.5000000e-02   7.6233397e-03
   2.5000000e-02   2.8225143e-02
   3.5000000e-02   6.3649465e-02
   4.5000000e-02   1.2052244e-01
   5.5000000e-02   1.5540019e-01
   6.5000000e-02   1.7899090e-01
   7.5000000e-02   2.1900310e-01
   8.5000000e-02   2.3993802e-01
   9.5000000e-02   3.3026270e-01
   1.0500000e-01   3.6236859e-01
   1.1500000e-01   3.7302113e-01
   1.2500000e-01   3.6692309e-01
   1.3500000e-01   4.3522852e-01
   1.4500000e-01   4.0296479e-01
   1.5500000e-01   4.4290088e-01
   1.6500000e-01   4.7739908e-01
   1.7500000e-01   4.8683196e-01
   1.8500000e-01   5.0038490e-01
   1.9500000e-01   5.0117372e-01
   2.0500000e-01   5.4929345e-01
   2.1500000e-01   5.4858072e-01
   2.2500000e-01   5.8693847e-01
   2.3500000e-01   6.1382370e-01
   2.4500000e-01   5.9717225e-01
   2.5500000e-01   6.5569592e-01
   2.6500000e-01   6.8549399e-01
   2.7500000e-01   6.9598542e-01
   2.8500000e-01   7.0690294e-01
   2.9500000e-01   6.9521451e-01
   3.0500000e-01   7.0526795e-01
   3.1500000e-01   7.0371995e-01
   3.2500000e-01   7.1530500e-01
   3.3500000e-01   7.3752928e-01
   3.4500000e-01   7.3707387e-01
   3.5500000e-01   7.6042268e-01
   3.6500000e-01   7.6325993e-01
   3.7500000e-01   7.9203376e-01
   3.8500000e-01   8.0210531e-01
   3.9500000e-01   8.2134738e-01
   4.0500000e-01   8.1451813e-01
   4.1500000e-01   8.3901545e-01
   4.2500000e-01   8.3265344e-01
   4.3500000e-01   8.6413286e-01
   4.4500000e-01   8.6967478e-01
   4.5500000e-01   8.4998266e-01
   4.6500000e-01   8.2959084e-01
   4.7500000e-01   8.5297091e-01
   4.8500000e-01   8.6269207e-01
   4.9500000e-01   8.8251219e-01
   5.0500000e-01   8.7845476e-01
   5.1500000e-01   8.6322845e-01
   5.2500000e-01   8.6102177e-01
   5.3500000e-01   8.8536090e-01
   5.4500000e-01   8.7985256e-01
   5.5500000e-01   8.7252128e-01
   5.6500000e-01   8.7281094e-01
   5.7500000e-01   8.5346070e-01
   5.8500000e-01   8.7302869e-01
   5.9500000e-01   9.0264702e-01
   6.0500000e-01   8.9065800e-01
   6.1500000e-01   8.9286754e-01
   6.2500000e-01   8.8529609e-01
   6.3500000e-01   8.8043221e-01
   6.4500000e-01   8.8633499e-01
   6.5500000e-01   8.8288675e-01
   6.6500000e-01   8.8187238e-01
   6.7500000e-01   8.8079837e-01
   6.8500000e-01   8.6470712e-01
   6.9500000e-01   8.4926288e-01
   7.0500000e-01   8.6035769e-01
   7.1500000e-01   8.6135437e-01
   7.2500000e-01   8.5966722e-01
   7.3500000e-01   8.5529283e-01
   7.4500000e-01   8.4688585e-01
   7.5500000e-01   8.4288882e-01
   7.6500000e-01   8.3428355e-01
   7.7500000e-01   8.1706624e-01
   7.8500000e-01   8.1390511e-01
   7.9500000e-01   8.1374652e-01
   8.0500000e-01   8.1156768e-01
   8.1500000e-01   8.1838291e-01
   8.2500000e-01   8.0682485e-01
   8.3500000e-01   7.9191761e-01
   8.4500000e-01   7.8692937e-01
   8.5500000e-01   7.9196551e-01
   8.6500000e-01   7.9299203e-01
   8.7500000e-01   7.7728911e-01
   8.8500000e-01   7.7798605e-01
   8.9500000e-01   7.7832753e-01
   9.0500000e-01   7.5817774e-01
   9.1500000e-01   7.4632196e-01
   9.2500000e-01   7.5223789e-01
   9.3500000e-01   7.2813993e-01
   9.4500000e-01   7.0166169e-01
   9.5500000e-01   6.8682431e-01
   9.6500000e-01   6.9087924e-01
   9.7500000e-01   6.6359050e-01
   9.8500000e-01   6.5746718e-01
   9.9500000e-01   6.5203998e-01
   1.0050000e+00   6.2468842e-01
   1.0150000e+00   6.2473755e-01
   1.0250000e+00   6.1594778e-01
   1.0350000e+00   6.0158618e-01
   1.0450000e+00   5.8884678e-01
   1.0550000e+00   5.7522954e-01
   1.0650000e+00   5.5890217e-01
   1.0750000e+00   5.5539808e-01
   1.0850000e+00   5.4471853e-01
   1.0950000e+00   5.3743820e-01
   1.1050000e+00   5.2692759e-01
   1.1150000e+00   5.2312476e-01
   1.1250000e+00   5.0918427e-01
   1.1350000e+00   4.9796884e-01
   1.1450000e+00   4.8790295e-01
   1.1550000e+00   4.8050724e-01
   1.1650000e+00   4.6487691e-01
   1.1750000e+00   4.4920705e-01
   1.1850000e+00   4.4126888e-01
   1.1950000e+00   4.2871506e-01
   1.2050000e+00   4.2370784e-01
   1.2150000e+00   4.1655967e-01
   1.2250000e+00   4.0936238e-01
